INDEX,VALUE,TIME,DATE,TYPE
13,0.0934452936053276,00:30:00,01/01/2020,LEVEL(m)
13,0.12569285929203033,00:30:00,01/01/2020,LEVEL(m)
13,0.1300233155488968,00:30:00,01/01/2020,LEVEL(m)
13,0.12447167932987213,00:30:00,01/01/2020,LEVEL(m)
13,0.11851513385772705,00:30:00,01/01/2020,LEVEL(m)
13,0.11607665568590164,00:30:00,01/01/2020,LEVEL(m)
13,0.11983056366443634,00:30:00,01/01/2020,LEVEL(m)
13,0.11929230391979218,00:30:00,01/01/2020,LEVEL(m)
13,0.11800965666770935,00:30:00,01/01/2020,LEVEL(m)
13,0.12051642686128616,00:30:00,01/01/2020,LEVEL(m)
13,0.1218879371881485,00:30:00,01/01/2020,LEVEL(m)
13,0.12037695199251175,00:30:00,01/01/2020,LEVEL(m)
13,0.12308553606271744,00:30:00,01/01/2020,LEVEL(m)
13,0.13029421865940094,00:30:00,01/01/2020,LEVEL(m)
13,0.14598792791366577,00:30:00,01/01/2020,LEVEL(m)
13,0.1643628478050232,00:30:00,01/01/2020,LEVEL(m)
13,0.17576700448989868,00:30:00,01/01/2020,LEVEL(m)
13,0.18714699149131775,00:30:00,01/01/2020,LEVEL(m)
13,0.19412092864513397,00:30:00,01/01/2020,LEVEL(m)
13,0.19508148729801178,00:30:00,01/01/2020,LEVEL(m)
13,0.19611424207687378,00:30:00,01/01/2020,LEVEL(m)
13,0.19240683317184448,00:30:00,01/01/2020,LEVEL(m)
13,0.18896543979644775,00:30:00,01/01/2020,LEVEL(m)
13,0.18602168560028076,00:30:00,01/01/2020,LEVEL(m)
13,0.18349537253379822,00:30:00,01/01/2020,LEVEL(m)
13,0.18403981626033783,00:30:00,01/01/2020,LEVEL(m)
13,0.18169867992401123,00:30:00,01/01/2020,LEVEL(m)
13,0.17648324370384216,00:30:00,01/01/2020,LEVEL(m)
13,0.1737927794456482,00:30:00,01/01/2020,LEVEL(m)
13,0.17558440566062927,00:30:00,01/01/2020,LEVEL(m)
13,0.174896702170372,00:30:00,01/01/2020,LEVEL(m)
13,0.17019936442375183,00:30:00,01/01/2020,LEVEL(m)
13,0.16765829920768738,00:30:00,01/01/2020,LEVEL(m)
13,0.16824214160442352,00:30:00,01/01/2020,LEVEL(m)
13,0.17137515544891357,00:30:00,01/01/2020,LEVEL(m)
13,0.17494939267635345,00:30:00,01/01/2020,LEVEL(m)
13,0.17602521181106567,00:30:00,01/01/2020,LEVEL(m)
13,0.1786896139383316,00:30:00,01/01/2020,LEVEL(m)
13,0.18439920246601105,00:30:00,01/01/2020,LEVEL(m)
13,0.18488018214702606,00:30:00,01/01/2020,LEVEL(m)
13,0.1864451766014099,00:30:00,01/01/2020,LEVEL(m)
13,0.18953445553779602,00:30:00,01/01/2020,LEVEL(m)
13,0.19402609765529633,00:30:00,01/01/2020,LEVEL(m)
13,0.19254425168037415,00:30:00,01/01/2020,LEVEL(m)
13,0.19325509667396545,00:30:00,01/01/2020,LEVEL(m)
13,0.18833012878894806,00:30:00,01/01/2020,LEVEL(m)
13,0.17908336222171783,00:30:00,01/01/2020,LEVEL(m)
36,0.10167068988084793,20:30:00,01/21/2020,LEVEL(m)
36,0.10040917992591858,20:30:00,01/21/2020,LEVEL(m)
36,0.09736703336238861,20:30:00,01/21/2020,LEVEL(m)
36,0.09385877102613449,20:30:00,01/21/2020,LEVEL(m)
36,0.08992138504981995,20:30:00,01/21/2020,LEVEL(m)
36,0.09281258285045624,20:30:00,01/21/2020,LEVEL(m)
36,0.09280159324407578,20:30:00,01/21/2020,LEVEL(m)
36,0.09052793681621552,20:30:00,01/21/2020,LEVEL(m)
36,0.09063035249710083,20:30:00,01/21/2020,LEVEL(m)
36,0.09197688102722168,20:30:00,01/21/2020,LEVEL(m)
36,0.09141939878463745,20:30:00,01/21/2020,LEVEL(m)
36,0.09159507602453232,20:30:00,01/21/2020,LEVEL(m)
36,0.09400072693824768,20:30:00,01/21/2020,LEVEL(m)
36,0.1013418659567833,20:30:00,01/21/2020,LEVEL(m)
